Sampling Period,Municipality,Land use,Heavy metal,Heavy metal concentration (mg/kg DM),Remarks,Year,Sampling date
2010-2014,Koppigen,Crop cultivation,copper,17.8,-,2011,17.03.2011
1990-1994,Mörschwil,Grassland,copper,33,-,1993,03.08.1993
1985-1989,Marthalen,Deciduous forest,copper,11.3,-,1988,16.11.1988
1990-1994,Vallon,Crop cultivation,copper,45.4,-,1992,19.10.1992
1985-1989,La Neuveville,Special crops,copper,350,-,1985,06.08.1985
1985-1989,Santa Maria in Calanca,Coniferous forest,copper,11.8,-,1988,09.11.1988
1990-1994,Bettlach,Deciduous forest,copper,4.3,-,1993,18.08.1993
2005-2009,Le Cerneux-Péquignot,Grassland,copper,10.8,-,2009,07.05.2009
1995-1999,Wiedlisbach,Crop cultivation,copper,23.3,-,1995,01.03.1995
2005-2009,Birwinken,Crop cultivation,copper,17.1,-,2008,14.02.2008
2015-2019,Haute-Ajoie,Crop cultivation,copper,19.3,-,2018,27.03.2018
2005-2009,Marthalen,Deciduous forest,copper,11,-,2008,10.04.2008
1990-1994,Marthalen,Deciduous forest,copper,11.5,-,1993,01.09.1993
2000-2004,Jussy,Deciduous forest,copper,11.5,-,2004,21.09.2004
2000-2004,Saint-Martin (VS),Grassland,copper,8.6,-,2004,08.07.2004
2010-2014,Attalens,Grassland,copper,21.1,-,2013,03.04.2013
1990-1994,Gsteig,Coniferous forest,copper,4.9,-,1993,13.10.1993
2000-2004,Attalens,Grassland,copper,19.1,-,2003,23.04.2003
2010-2014,Aadorf,Grassland,copper,31.8,-,2014,26.03.2014
1995-1999,Wettingen,Mixed forest,copper,25.2,-,1999,09.03.1999
2010-2014,Wald (ZH),Coniferous forest,copper,12.4,-,2013,03.06.2013
1985-1989,Visp,Coniferous forest,copper,30.1,-,1989,08.08.1989
1985-1989,Ebikon,Grassland,copper,21.9,-,1989,29.03.1989
1995-1999,Rifferswil,Protected sites,copper,7.7,-,1998,28.08.1998
2015-2019,Koppigen,Crop cultivation,copper,15.7,-,2016,21.03.2016
1995-1999,Domleschg,Crop cultivation,copper,48.6,-,1998,13.05.1998
2005-2009,Conthey,Special crops,copper,23.2,-,2005,30.08.2005
2005-2009,Mörschwil,Grassland,copper,33.6,-,2008,13.02.2008
1985-1989,Haute-Ajoie,Crop cultivation,copper,16,-,1988,23.08.1988
2010-2014,Sant'Antonino,Special crops,copper,32.3,-,2013,29.01.2013
2000-2004,Pailly,Crop cultivation,copper,17.7,-,2003,05.08.2003
2000-2004,Sant'Antonino,Special crops,copper,32.3,-,2003,13.05.2003
1990-1994,Cornol,Crop cultivation,copper,13.7,-,1993,17.08.1993
2000-2004,Cornol,Crop cultivation,copper,13.4,-,2003,06.08.2003
1990-1994,Stammheim,Mixed forest,copper,19.1,-,1994,11.05.1994
2000-2004,Zernez,Protected sites,copper,7.8,-,2003,04.09.2003
2015-2019,Cornol,Crop cultivation,copper,15.7,-,2018,27.03.2018
1995-1999,Wald (ZH),Coniferous forest,copper,12.9,-,1998,28.08.1998
1995-1999,Staffelbach,Mixed forest,copper,6.2,-,1999,10.03.1999
1990-1994,Alpthal,Coniferous forest,copper,10.6,-,1994,03.08.1994
2000-2004,Alpthal,Coniferous forest,copper,9.9,-,2004,17.06.2004
2015-2019,Hendschiken,Crop cultivation,copper,24.2,-,2017,16.03.2017
2010-2014,Lützelflüh,Crop cultivation,copper,16.9,-,2013,15.04.2013
1990-1994,Lützelflüh,Crop cultivation,copper,18,-,1993,26.04.1993
1990-1994,Jussy,Deciduous forest,copper,11.6,-,1994,05.07.1994
1985-1989,Stammheim,Mixed forest,copper,19.3,-,1989,24.05.1989
2005-2009,Stammheim,Mixed forest,copper,17.5,-,2009,19.03.2009
2015-2019,La Sarraz,Crop cultivation,copper,18.3,-,2015,10.03.2015
1995-1999,Härkingen,Crop cultivation,copper,20.6,-,2005,12.04.2005
2005-2009,Küssnacht (SZ),Grassland,copper,9.7,-,2015,05.05.2015
1995-1999,Küssnacht (SZ),Grassland,copper,9.4,-,2005,24.08.2005
1985-1989,Avully,Crop cultivation,copper,11.7,-,1986,14.08.1986
1985-1989,Albula/Alvra,Coniferous forest,copper,3.9,-,1988,28.07.1988
2000-2004,Campo (Vallemaggia),Coniferous forest,copper,22.1,-,2003,14.05.2003
1990-1994,Hendschiken,Crop cultivation,copper,24,-,1992,20.10.1992
2010-2014,Hendschiken,Crop cultivation,copper,23,-,2012,22.03.2012
1985-1989,Wettingen,Mixed forest,copper,24.1,-,1989,26.04.1989
2000-2004,Mels,Mixed forest,copper,11.4,-,2003,22.09.2003
2000-2004,Coldrerio,Crop cultivation,copper,38.9,-,2003,13.05.2003
1985-1989,Pailly,Crop cultivation,copper,17.4,-,1988,16.08.1988
2000-2004,Winterthur,Urban park,copper,29.3,-,2003,24.04.2003
1995-1999,Albula/Alvra,Coniferous forest,copper,4.4,-,1998,16.07.1998
2005-2009,Grindelwald,Grassland,copper,3.4,-,2009,19.06.2009
2005-2009,Ernen,Grassland,copper,15.9,-,2009,24.04.2009
2000-2004,Clos du Doubs,Deciduous forest,copper,8.3,-,2003,10.09.2003
1995-1999,Cornol,Crop cultivation,copper,13.9,-,1998,21.10.1998
1995-1999,Birwinken,Crop cultivation,copper,17,-,1998,31.03.1998
1995-1999,Ernen,Grassland,copper,16.3,-,1999,07.07.1999
2000-2004,Bettlach,Deciduous forest,copper,4,-,2003,30.09.2003
2005-2009,Schleitheim,Crop cultivation,copper,34.2,-,2006,20.03.2006
1995-1999,Clos du Doubs,Deciduous forest,copper,8.3,-,1998,21.10.1998
1995-1999,Zernez,Protected sites,copper,7.7,-,1998,17.07.1998
2000-2004,St. Moritz,Protected sites,copper,6.5,-,2003,03.09.2003
1990-1994,Chamoson,Special crops,copper,507.4,-,1994,19.10.1994
2005-2009,Lützelflüh,Crop cultivation,copper,16.9,-,2008,23.04.2008
1995-1999,Grindelwald,Grassland,copper,4.6,-,1999,15.06.1999
1995-1999,Landquart,Crop cultivation,copper,38.8,-,1998,14.05.1998
1985-1989,Wald (ZH),Coniferous forest,copper,11.9,-,1988,06.09.1988
2005-2009,Entlebuch,Grassland,copper,9.1,-,2008,24.04.2008
2005-2009,Wettingen,Mixed forest,copper,25.1,-,2009,06.05.2009
1990-1994,Campo (Vallemaggia),Coniferous forest,copper,21.7,-,1993,21.09.1993
1995-1999,Zürich,Mixed forest,copper,14.6,-,1999,10.03.1999
1990-1994,Ebikon,Grassland,copper,21.8,-,1994,22.03.1994
2005-2009,Aadorf,Grassland,copper,32,-,2009,18.03.2009
1990-1994,Surses,Grassland,copper,17.7,-,1993,29.06.1993
1985-1989,Lützelflüh,Crop cultivation,copper,17.4,-,1988,24.10.1988
2000-2004,Grindelwald,Grassland,copper,3.5,-,2004,07.07.2004
1990-1994,Zürich,Mixed forest,copper,15.2,-,1994,13.09.1994
2005-2009,St. Moritz,Protected sites,copper,6.5,-,2008,21.08.2008
1985-1989,Gempen,Crop cultivation,copper,21.5,-,1988,13.04.1988
1985-1989,La Sarraz,Crop cultivation,copper,22.9,-,1985,17.09.1985
1985-1989,Montanaire,Mixed forest,copper,4.9,-,1989,14.06.1989
1995-1999,Jussy,Deciduous forest,copper,11.5,-,1999,09.06.1999
2010-2014,La Sarraz,Crop cultivation,copper,21.9,-,2010,17.03.2010
2005-2009,Rifferswil,Protected sites,copper,5.7,-,2008,26.06.2008
1985-1989,Jussy,Deciduous forest,copper,11.8,-,1989,05.07.1989
1990-1994,Conthey,Special crops,copper,32,-,1990,09.05.1990
2005-2009,Campo (Vallemaggia),Coniferous forest,copper,21.2,-,2008,14.05.2008
1985-1989,Wartau,Special crops,copper,33.4,-,1987,04.11.1987
2015-2019,Lützelflüh,Crop cultivation,copper,16.2,-,2017,15.03.2017
2000-2004,Surses,Grassland,copper,16.1,-,2003,03.09.2003
2005-2009,Eschenbach (LU),Crop cultivation,copper,22.4,-,2006,23.03.2006
2000-2004,Härkingen,Crop cultivation,copper,21.3,-,2010,18.03.2010
2005-2009,Disentis/Mustér,Grassland,copper,23.8,-,2008,05.06.2008
1985-1989,Ependes (VD),Grassland,copper,15.9,-,1989,14.06.1989
2000-2004,Albula/Alvra,Coniferous forest,chromium,2.9,-,2003,18.09.2003
2000-2004,Stammheim,Mixed forest,chromium,26,-,2004,15.04.2004
2010-2014,Ebikon,Grassland,chromium,37.4,-,2014,11.03.2014
2005-2009,Albula/Alvra,Coniferous forest,chromium,2.9,-,2008,02.07.2008
1990-1994,Stammheim,Mixed forest,chromium,27.7,-,1994,11.05.1994
1995-1999,Kappelen,Deciduous forest,chromium,20.7,-,1998,08.01.1998
1985-1989,Mels,Mixed forest,chromium,13.9,-,1988,01.06.1988
2000-2004,Staffelbach,Mixed forest,chromium,18,-,2004,02.11.2004
1985-1989,Ebikon,Grassland,chromium,38.1,-,1989,29.03.1989
1990-1994,Ebikon,Grassland,chromium,38.5,-,1994,22.03.1994
1995-1999,Staatswald Galm,Mixed forest,chromium,12.2,-,1999,20.04.1999
1990-1994,Albula/Alvra,Coniferous forest,chromium,3.4,-,1993,01.07.1993
1995-1999,Etoy,Crop cultivation,chromium,44.3,-,1998,16.04.1998
2005-2009,Möhlin,Crop cultivation,chromium,20.5,-,2006,20.03.2006
1985-1989,Staatswald Galm,Mixed forest,chromium,13,-,1989,14.06.1989
1985-1989,Albula/Alvra,Coniferous forest,chromium,3,-,1988,28.07.1988
2010-2014,Conthey,Special crops,chromium,16.8,-,2010,17.03.2010
1985-1989,Ins,Crop cultivation,chromium,33.4,-,1985,31.10.1985
1995-1999,Rifferswil,Protected sites,chromium,1.9,-,1998,28.08.1998
1995-1999,Ins,Crop cultivation,chromium,35.2,-,1995,22.03.1995
2005-2009,Muntogna da Schons,Grassland,chromium,15.7,-,2008,03.06.2008
1990-1994,Trub,Grassland,chromium,22.8,-,1993,08.06.1993
1995-1999,Muntogna da Schons,Grassland,chromium,15.9,-,1998,13.05.1998
2010-2014,Trub,Grassland,chromium,23.1,-,2013,24.04.2013
2000-2004,Trub,Grassland,chromium,22.3,-,2003,03.06.2003
1995-1999,Trub,Grassland,chromium,22.8,-,1998,07.01.1998
2000-2004,Bellinzona,Special crops,chromium,21,-,2004,02.03.2004
2015-2019,Ebikon,Grassland,chromium,38,-,2019,28.02.2019
1990-1994,Frauenfeld,Deciduous forest,chromium,26.4,-,1993,01.09.1993
1985-1989,Trub,Grassland,chromium,22.9,-,1988,27.04.1988
1995-1999,Schleitheim,Crop cultivation,chromium,38.3,-,1996,23.04.1996
1990-1994,Staatswald Galm,Mixed forest,chromium,13.2,-,1994,20.09.1994
2005-2009,Staatswald Galm,Mixed forest,chromium,13.3,-,2009,27.10.2009
2005-2009,Landquart,Crop cultivation,chromium,33.9,-,2008,13.02.2008
1995-1999,Stammheim,Mixed forest,chromium,27.7,-,1999,03.03.1999
1985-1989,Kappelen,Deciduous forest,chromium,21,-,1988,31.08.1988
2000-2004,Rifferswil,Protected sites,chromium,1.8,-,2003,16.06.2003
2000-2004,Ebikon,Grassland,chromium,37.9,-,2004,31.03.2004
1995-1999,Ernen,Grassland,chromium,20.1,-,1999,07.07.1999
2000-2004,Ernen,Grassland,chromium,20.2,-,2004,20.04.2004
2000-2004,Zernez,Protected sites,chromium,5.1,-,2003,04.09.2003
2005-2009,Küssnacht (SZ),Grassland,chromium,22.7,-,2015,05.05.2015
1995-1999,Bellinzona,Special crops,chromium,19.8,-,1999,24.03.1999
2000-2004,Ins,Crop cultivation,chromium,32.7,-,2000,05.06.2000
1990-1994,Wettingen,Mixed forest,chromium,31.6,-,1994,15.03.1994
2005-2009,Kappelen,Deciduous forest,chromium,20.9,-,2008,19.06.2008
2015-2019,Leuggern,Crop cultivation,chromium,17.9,-,2016,18.02.2016
2015-2019,Schleitheim,Crop cultivation,chromium,39.7,-,2016,14.03.2016
2005-2009,Zürich,Mixed forest,chromium,28.7,-,2009,27.05.2009
2005-2009,Leuggern,Crop cultivation,chromium,18.4,-,2006,09.08.2006
1990-1994,Nesslau,Grassland,chromium,35.4,-,1994,31.08.1994
1995-1999,Duggingen,Grassland,chromium,26.5,-,1998,25.02.1998
2000-2004,Marthalen,Deciduous forest,chromium,22.3,-,2003,10.06.2003
1995-1999,La Neuveville,Special crops,chromium,22.7,-,1995,22.03.1995
2005-2009,Hochdorf,Grassland,chromium,28.9,-,2006,23.03.2006
2000-2004,Wettingen,Mixed forest,chromium,32.7,-,2005,13.09.2005
1985-1989,Köniz,Crop cultivation,chromium,28.2,-,1986,01.07.1986
1990-1994,Zürich,Mixed forest,chromium,29.2,-,1994,13.09.1994
2005-2009,Marthalen,Deciduous forest,chromium,21.9,-,2008,10.04.2008
2005-2009,Le Cerneux-Péquignot,Grassland,chromium,30.6,-,2009,07.05.2009
2010-2014,Schleitheim,Crop cultivation,chromium,39.8,-,2011,01.03.2011
2010-2014,Entlebuch,Grassland,chromium,15.5,-,2013,24.04.2013
1985-1989,Zürich,Mixed forest,chromium,26.1,-,1989,24.05.1989
1995-1999,Jussy,Deciduous forest,chromium,34.8,-,1999,09.06.1999
2000-2004,Surses,Grassland,chromium,567.4,-,2003,03.09.2003
2005-2009,Bellinzona,Special crops,chromium,18.1,-,2009,20.02.2009
2005-2009,Stammheim,Mixed forest,chromium,26.1,-,2009,19.03.2009
2000-2004,Neuchâtel,Grassland,chromium,37.4,-,2010,21.04.2010
1985-1989,Jussy,Deciduous forest,chromium,35,-,1989,05.07.1989
1995-1999,Küssnacht (SZ),Grassland,chromium,23.9,-,2005,24.08.2005
1995-1999,Zürich,Mixed forest,chromium,28.4,-,1999,10.03.1999
1990-1994,Dällikon,Special crops,chromium,30.9,-,1993,23.06.1993
1985-1989,Bellinzona,Special crops,chromium,27,-,1989,09.05.1989
2005-2009,Wettingen,Mixed forest,chromium,32.9,-,2009,06.05.2009
2000-2004,Zürich,Mixed forest,chromium,28.4,-,2004,23.09.2004
1985-1989,Ependes (VD),Grassland,chromium,33,-,1989,14.06.1989
2005-2009,Surses,Grassland,chromium,577,-,2008,20.08.2008
2000-2004,Jussy,Deciduous forest,chromium,34.9,-,2004,21.09.2004
1990-1994,Surses,Grassland,chromium,550,-,1993,29.06.1993
1995-1999,Landquart,Crop cultivation,chromium,33.1,-,1998,14.05.1998
1985-1989,Vouvry,Crop cultivation,chromium,19.2,-,1989,08.11.1989
1985-1989,L'Abbaye,Coniferous forest,chromium,37.3,-,1988,02.11.1988
2005-2009,Neuchâtel,Grassland,chromium,37.7,-,2015,14.04.2015
1995-1999,Surses,Grassland,chromium,556.2,-,1998,16.07.1998
1990-1994,Zuzwil (BE),Crop cultivation,chromium,18.4,-,1993,28.04.1993
1985-1989,Unterschächen,Grassland,chromium,42.2,-,1989,20.09.1989
1995-1999,Dübendorf,Crop cultivation,chromium,25.1,-,1995,05.04.1995
2015-2019,Zuzwil (BE),Crop cultivation,chromium,21.5,-,2018,26.03.2018
2005-2009,Wartau,Special crops,chromium,13.3,-,2007,05.04.2007
2015-2019,Glarus Nord,Grassland,chromium,44.2,-,2016,17.02.2016
1995-1999,Niederlenz,Deciduous forest,chromium,15.2,-,1999,09.03.1999
2005-2009,Ependes (VD),Grassland,chromium,30.4,-,2009,01.04.2009
1990-1994,Bellinzona,Special crops,chromium,26.3,-,1994,22.11.1994
1985-1989,Niederlenz,Deciduous forest,chromium,15.1,-,1989,26.04.1989
1990-1994,Buchegg,Grassland,chromium,28.6,-,1994,17.08.1994
2005-2009,Niederlenz,Deciduous forest,chromium,15.2,-,2009,15.04.2009
2010-2014,Ependes (VD),Grassland,chromium,29.6,-,2014,27.03.2014
2015-2019,Disentis/Mustér,Grassland,chromium,26.3,-,2018,11.04.2018
1985-1989,Surses,Grassland,chromium,559.1,-,1988,27.07.1988
1985-1989,Landquart,Crop cultivation,chromium,34.1,-,1988,12.08.1988
2005-2009,Bettlach,Deciduous forest,chromium,17.8,-,2008,18.06.2008
2005-2009,Unterschächen,Grassland,chromium,40.7,-,2009,23.04.2009
2010-2014,Landquart,Crop cultivation,chromium,33.8,-,2013,18.03.2013
1985-1989,Lützelflüh,Crop cultivation,chromium,23.6,-,1988,24.10.1988
2000-2004,Bettlach,Deciduous forest,chromium,17.8,-,2003,30.09.2003
2010-2014,Unterschächen,Grassland,chromium,40.1,-,2015,08.04.2015
2015-2019,Lützelflüh,Crop cultivation,chromium,23.2,-,2017,15.03.2017
2000-2004,Unterschächen,Grassland,chromium,41,-,2004,14.04.2004
2000-2004,L'Abbaye,Coniferous forest,chromium,35.4,-,2003,05.08.2003
1990-1994,Campo (Vallemaggia),Coniferous forest,chromium,34.8,-,1993,21.09.1993
1995-1999,Neuchâtel,Grassland,chromium,37.8,-,2005,26.04.2005
1995-1999,Lützelflüh,Crop cultivation,chromium,24.6,-,1998,05.01.1998
1995-1999,Zuzwil (BE),Crop cultivation,chromium,18.3,-,1998,06.01.1998
2010-2014,Zuzwil (BE),Crop cultivation,chromium,18.8,-,2013,04.03.2013
2005-2009,Zuzwil (BE),Crop cultivation,chromium,18.7,-,2008,21.02.2008
2005-2009,Lützelflüh,Crop cultivation,chromium,24.7,-,2008,23.04.2008
2010-2014,Lützelflüh,Crop cultivation,chromium,24.5,-,2013,15.04.2013
2015-2019,Entlebuch,Grassland,chromium,13.1,-,2018,18.04.2018
1985-1989,Glarus Nord,Grassland,chromium,39.7,-,1986,23.09.1986
2000-2004,Lützelflüh,Crop cultivation,chromium,24.4,-,2003,03.06.2003
1995-1999,Ebikon,Grassland,chromium,38.2,-,1999,06.01.1999
2000-2004,Dällikon,Special crops,chromium,29,-,2003,24.06.2003
2005-2009,Frauenfeld,Deciduous forest,chromium,26.6,-,2008,10.04.2008
2000-2004,Frauenfeld,Deciduous forest,chromium,26.7,-,2003,27.05.2003
1990-1994,La Brévine,Grassland,chromium,61,-,1994,09.11.1994
1995-1999,Zernez,Protected sites,chromium,5.4,-,1998,17.07.1998
2010-2014,Mathod,Special crops,chromium,48.7,-,2013,02.04.2013
1990-1994,Muntogna da Schons,Grassland,chromium,16.7,-,1993,01.07.1993
1985-1989,Muntogna da Schons,Grassland,chromium,16.8,-,1988,26.07.1988
1995-1999,Buchegg,Grassland,chromium,28.8,-,1999,08.03.1999
2005-2009,Trub,Grassland,chromium,22.2,-,2008,23.04.2008
2000-2004,Etoy,Crop cultivation,chromium,43,-,2003,13.03.2003
2015-2019,Trub,Grassland,chromium,24.3,-,2018,17.04.2018
1990-1994,Kappelen,Deciduous forest,chromium,20.9,-,1993,31.08.1993
1990-1994,Mathod,Special crops,chromium,51.4,-,1993,27.10.1993
2010-2014,Ins,Crop cultivation,chromium,32.6,-,2010,23.03.2010
1995-1999,Hochdorf,Grassland,chromium,30.3,-,1996,06.03.1996
1990-1994,Disentis/Mustér,Grassland,chromium,21.2,-,1993,29.06.1993
2010-2014,La Sarraz,Crop cultivation,chromium,36.5,-,2010,17.03.2010
2000-2004,Landquart,Crop cultivation,chromium,33.7,-,2003,12.08.2003
2000-2004,Erstfeld,Grassland,chromium,28,-,2004,14.04.2004
1995-1999,Grindelwald,Grassland,chromium,7.4,-,1999,15.06.1999
1995-1999,Erstfeld,Grassland,chromium,28.8,-,1999,01.06.1999
2005-2009,Disentis/Mustér,Grassland,chromium,21.3,-,2008,05.06.2008
1995-1999,Ependes (VD),Grassland,chromium,30.7,-,1999,26.04.1999
2000-2004,Kappelen,Deciduous forest,chromium,21,-,2003,08.07.2003
2010-2014,Bellinzona,Special crops,chromium,18.6,-,2014,13.03.2014
2010-2014,Disentis/Mustér,Grassland,chromium,21,-,2013,17.04.2013
2015-2019,Bellinzona,Special crops,chromium,19.2,-,2019,13.02.2019
2000-2004,Ependes (VD),Grassland,chromium,30.8,-,2004,09.06.2004
2000-2004,Vouvry,Crop cultivation,chromium,19.2,-,2004,17.03.2004
2005-2009,Ins,Crop cultivation,chromium,32,-,2005,16.08.2005
2010-2014,Glarus Nord,Grassland,chromium,39,-,2011,24.03.2011
2015-2019,Ependes (VD),Grassland,chromium,27.4,-,2019,25.03.2019
2005-2009,Ebikon,Grassland,chromium,37.8,-,2009,09.04.2009
1990-1994,Bettlach,Deciduous forest,chromium,18.3,-,1993,18.08.1993
1995-1999,Bettlach,Deciduous forest,chromium,17.6,-,1998,08.01.1998
1990-1994,Leuggern,Crop cultivation,chromium,18.9,-,1991,15.04.1991
1990-1994,Niederlenz,Deciduous forest,chromium,14.9,-,1994,15.03.1994
2000-2004,Payerne,Grassland,chromium,19.4,-,2000,04.04.2000
2005-2009,Attalens,Grassland,chromium,35.7,-,2008,12.03.2008
2015-2019,Landquart,Crop cultivation,chromium,32.3,-,2017,22.02.2017
1990-1994,Vouvry,Crop cultivation,chromium,19.1,-,1994,18.10.1994
1985-1989,Attalens,Grassland,chromium,39.1,-,1988,20.07.1988
1995-1999,Rothenfluh,Deciduous forest,chromium,60,-,1999,07.01.1999
2005-2009,Lugano,Urban park,chromium,30.3,-,2009,19.02.2009
1995-1999,Leuggern,Crop cultivation,chromium,18,-,1996,20.03.1996
2015-2019,Payerne,Grassland,chromium,20.4,-,2015,16.03.2015
2015-2019,La Sarraz,Crop cultivation,chromium,33.2,-,2015,10.03.2015
2015-2019,Domleschg,Crop cultivation,chromium,20,-,2017,06.03.2017
1995-1999,Staffelbach,Mixed forest,chromium,18.1,-,1999,10.03.1999
2010-2014,Montanaire,Mixed forest,chromium,22.4,-,2014,01.04.2014
2000-2004,Mels,Mixed forest,chromium,13.8,-,2003,22.09.2003
2000-2004,Schleitheim,Crop cultivation,chromium,37.7,-,2001,05.09.2001
2005-2009,Gais,Grassland,chromium,27.4,-,2009,23.04.2009
2015-2019,Mathod,Special crops,chromium,66.3,-,2018,02.05.2018
1995-1999,Köniz,Crop cultivation,chromium,27.6,-,1996,06.06.1996
1995-1999,Nesslau,Grassland,chromium,35.5,-,1999,27.07.1999
1985-1989,Lugano,Urban park,chromium,30.5,-,1989,10.05.1989
2005-2009,Rothenfluh,Deciduous forest,chromium,60.1,-,2009,29.04.2009
2010-2014,Mörschwil,Grassland,chromium,36,-,2013,18.03.2013
2000-2004,Rothenfluh,Deciduous forest,chromium,61,-,2004,19.08.2004
2000-2004,Küssnacht (SZ),Grassland,chromium,23.7,-,2010,15.04.2010
1985-1989,Etoy,Crop cultivation,chromium,45.9,-,1988,19.07.1988
2000-2004,Leuggern,Crop cultivation,chromium,18.6,-,2001,20.08.2001
1985-1989,Frauenfeld,Deciduous forest,chromium,26.6,-,1988,20.09.1988
1990-1994,Rothenfluh,Deciduous forest,chromium,59.2,-,1994,28.09.1994
1995-1999,Attalens,Grassland,chromium,37.5,-,1998,04.03.1998
2000-2004,Muntogna da Schons,Grassland,chromium,15.9,-,2003,22.09.2003
1995-1999,Mörschwil,Grassland,chromium,38.8,-,1998,31.03.1998
2000-2004,Köniz,Crop cultivation,chromium,28.1,-,2001,15.08.2001
1985-1989,Mörschwil,Grassland,chromium,38.5,-,1988,04.08.1988
2005-2009,Payerne,Grassland,chromium,19.6,-,2005,31.05.2005
2010-2014,Attalens,Grassland,chromium,36.3,-,2013,03.04.2013
2015-2019,La Neuveville,Special crops,chromium,28.5,-,2015,15.04.2015
1995-1999,Glarus Süd,Grassland,chromium,34.4,-,1999,03.08.1999
1985-1989,La Neuveville,Special crops,chromium,27.3,-,1985,06.08.1985
1985-1989,Rothenfluh,Deciduous forest,chromium,59.1,-,1989,31.05.1989
2000-2004,Mörschwil,Grassland,chromium,37,-,2003,28.05.2003
2015-2019,Langenthal,Mixed forest,chromium,21.8,-,2019,11.04.2019
1985-1989,Ernen,Grassland,chromium,19.9,-,1989,09.08.1989
2010-2014,Wald (ZH),Coniferous forest,chromium,43.6,-,2013,03.06.2013
2005-2009,Conthey,Special crops,chromium,16.4,-,2005,30.08.2005
2000-2004,Wald (ZH),Coniferous forest,chromium,43.9,-,2003,15.04.2003
1985-1989,Hochdorf,Grassland,chromium,30.3,-,1986,14.10.1986
2015-2019,Vouvry,Crop cultivation,chromium,20.8,-,2019,19.02.2019
1990-1994,Birwinken,Crop cultivation,chromium,24.5,-,1993,03.08.1993
1995-1999,Langenthal,Mixed forest,chromium,17.9,-,1999,07.01.1999
2005-2009,Scuol,Coniferous forest,chromium,46.2,-,2008,03.07.2008
1995-1999,Dällikon,Special crops,chromium,29.9,-,1998,26.02.1998
2005-2009,Rifferswil,Protected sites,chromium,1.4,-,2008,26.06.2008
1995-1999,Mels,Mixed forest,chromium,15.7,-,1998,14.05.1998
1985-1989,Bettlach,Deciduous forest,chromium,17.2,-,1988,22.06.1988
1990-1994,Conthey,Special crops,chromium,18.8,-,1990,09.05.1990
2010-2014,Domleschg,Crop cultivation,chromium,22.5,-,2013,09.04.2013
1985-1989,Scuol,Coniferous forest,chromium,47.8,-,1988,10.08.1988
1985-1989,Domleschg,Crop cultivation,chromium,25.1,-,1988,11.08.1988
1995-1999,Montanaire,Mixed forest,chromium,21.6,-,1999,31.03.1999
1990-1994,Mels,Mixed forest,chromium,16.2,-,1993,04.08.1993
1985-1989,Schleitheim,Crop cultivation,chromium,37,-,1986,13.08.1986
2000-2004,Aadorf,Grassland,chromium,45.4,-,2004,15.04.2004
2005-2009,Mels,Mixed forest,chromium,12.7,-,2008,30.04.2008
2000-2004,Langenthal,Mixed forest,chromium,17.8,-,2004,10.06.2004
2005-2009,Aadorf,Grassland,chromium,45.3,-,2009,18.03.2009
1990-1994,Wald (ZH),Coniferous forest,chromium,43.4,-,1993,08.09.1993
2015-2019,Montanaire,Mixed forest,chromium,24.1,-,2019,23.05.2019
